XY_bin_CV_mean_cell,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),flattened distribution or interaction-degree feature for a specific object. preserves spatial/network descriptors in the final per-image feature signature
XY_bin_CV_mean_mitoXlyso,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),flattened distribution or interaction-degree feature for a specific object. preserves spatial/network descriptors in the final per-image feature signature
XY_bin_CV_mean_mitoXER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),flattened distribution or interaction-degree feature for a specific object. preserves spatial/network descriptors in the final per-image feature signature
XY_bin_CV_mean_mitoXlysoXER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),flattened distribution or interaction-degree feature for a specific object. preserves spatial/network descriptors in the final per-image feature signature
voxel_count_with_1_orgs(s)_mito,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 1 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_2_orgs(s)_mito,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 2 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_3_orgs(s)_mito,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 3 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_4_orgs(s)_mito,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 4 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_5_orgs(s)_mito,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 5 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_6_orgs(s)_mito,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 6 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_1_orgs(s)_lyso,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 1 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_2_orgs(s)_lyso,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 2 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_3_orgs(s)_lyso,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 3 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_4_orgs(s)_lyso,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 4 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_5_orgs(s)_lyso,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 5 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_6_orgs(s)_lyso,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 6 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_1_orgs(s)_golgi,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 1 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_2_orgs(s)_golgi,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 2 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_3_orgs(s)_golgi,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 3 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_4_orgs(s)_golgi,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 4 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_5_orgs(s)_golgi,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 5 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_6_orgs(s)_golgi,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 6 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_1_orgs(s)_ER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 1 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_2_orgs(s)_ER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 2 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_3_orgs(s)_ER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 3 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_4_orgs(s)_ER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 4 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_5_orgs(s)_ER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 5 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_6_orgs(s)_ER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 6 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_1_orgs(s)_nuc,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 1 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_2_orgs(s)_nuc,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 2 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_3_orgs(s)_nuc,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 3 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_4_orgs(s)_nuc,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 4 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_5_orgs(s)_nuc,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 5 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_6_orgs(s)_nuc,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 6 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_1_orgs(s)_cell,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 1 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_2_orgs(s)_cell,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 2 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_3_orgs(s)_cell,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 3 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_4_orgs(s)_cell,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 4 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_5_orgs(s)_cell,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 5 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_6_orgs(s)_cell,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 6 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_1_orgs(s)_mitoXlyso,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 1 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_2_orgs(s)_mitoXlyso,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 2 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_3_orgs(s)_mitoXlyso,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 3 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_4_orgs(s)_mitoXlyso,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 4 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_5_orgs(s)_mitoXlyso,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 5 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_6_orgs(s)_mitoXlyso,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 6 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_1_orgs(s)_mitoXER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 1 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_2_orgs(s)_mitoXER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 2 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_3_orgs(s)_mitoXER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 3 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_4_orgs(s)_mitoXER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 4 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_5_orgs(s)_mitoXER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 5 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_6_orgs(s)_mitoXER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 6 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_1_orgs(s)_mitoXlysoXER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 1 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_2_orgs(s)_mitoXlysoXER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 2 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_3_orgs(s)_mitoXlysoXER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 3 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_4_orgs(s)_mitoXlysoXER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 4 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_5_orgs(s)_mitoXlysoXER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 5 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
voxel_count_with_6_orgs(s)_mitoXlysoXER,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 6 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
volume_with_1_orgs(s)_mito,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 1 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
volume_with_2_orgs(s)_mito,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 2 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
volume_with_3_orgs(s)_mito,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 3 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
volume_with_4_orgs(s)_mito,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 4 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
volume_with_5_orgs(s)_mito,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 5 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
volume_with_6_orgs(s)_mito,Flattened distribution or interaction-degree feature for a specific object.,Preserves spatial/network descriptors in the final per-image feature signature.,Copied from corresponding upstream table after per-image computation; underlying math is unchanged from those source modules.,infer-subc quantification modules; pandas (table-level joins),Interaction-degree metrics quantify the spatial extent of colocalization where exactly 6 distinct organelle classes overlap. These measurements reveal multi-organelle interaction networks and are particularly sensitive to stress conditions that alter organellar contacts and membrane dynamics.
